v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,5042.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,-5155.4335166,31755.324514803167,1482.645,1680.3310000000001,494.21500000000003,2075.703,889.587,1878.017,889.587,790.744,2471.0750000000003,1581.488,3953.7200000000003,1383.8020000000001,1581.488,1087.2730000000001,2273.389,1482.645,2174.5460000000003,1383.8020000000001
