43,57,41,52,49,49,49,49
43,57,41,52,49,49,49,49
43,57,41,52,49,49,49,49
43,57,41,60,49,49,49,49
43,57,41,60,49,49,49,49
43,57,41,60,49,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,49
43,57,41,60,228,49,49,229
43,57,41,60,228,49,49,229
43,57,41,60,228,49,49,229
252,57,41,60,228,49,49,229
252,57,41,60,228,49,49,229
252,57,41,60,228,49,49,229
252,57,41,60,228,49,49,229
252,57,41,60,228,49,49,229
252,57,41,60,228,49,49,229
252,57,41,60,49,49,49,229
252,57,41,60,49,49,49,229
252,57,41,60,49,49,49,229
399,57,41,60,49,49,49,229
399,57,41,52,49,49,49,229
399,57,41,52,49,49,49,229
399,57,41,52,49,49,49,229
399,57,41,52,49,49,49,229
399,57,41,52,49,49,49,229
399,57,41,52,49,49,49,229
399,57,41,52,49,49,49,229
399,57,41,52,49,49,49,229
399,57,41,52,49,49,49,229
399,57,41,52,49,49,49,49
399,57,41,52,49,49,49,49
399,57,41,52,49,49,49,49
190,57,41,52,49,49,49,49
190,57,41,52,49,49,49,49
190,57,41,52,49,49,49,49
190,57,41,52,49,49,49,49
190,57,41,52,49,49,49,49
190,57,41,52,49,49,49,49
190,57,41,52,49,49,49,49
43,57,41,52,49,49,273,49
43,57,41,52,49,196,273,184
43,57,41,52,49,196,273,184
43,57,41,52,49,196,273,184
43,57,41,52,49,196,273,184
43,57,41,52,49,196,273,184
43,57,41,52,49,196,273,184
43,57,41,52,49,196,273,184
43,57,41,52,49,196,273,184
43,57,41,52,49,196,273,184
43,57,41,52,49,196,273,184
43,57,225,230,49,196,273,184
43,57,225,230,49,196,273,184
43,57,225,230,49,196,273,184
43,57,225,230,49,196,273,184
43,57,225,230,49,196,273,184
43,57,225,230,49,196,273,184
43,57,225,230,49,196,419,184
43,57,225,230,49,196,419,184
43,57,225,230,49,196,419,184
43,57,225,230,49,196,419,184
43,57,225,230,49,49,419,49
43,57,225,230,49,49,195,49
43,57,225,230,49,49,195,49
43,57,225,230,49,49,195,49
43,57,225,230,49,49,195,49
43,57,225,230,49,49,195,49
43,57,225,230,49,49,195,49
43,57,225,230,49,49,195,49
43,57,225,230,49,49,195,49
43,57,225,230,49,49,195,49
43,57,225,230,49,49,195,49
43,57,225,230,49,241,195,49
43,57,41,52,49,241,195,49
43,57,41,52,49,241,195,49
43,57,41,52,287,241,195,49
43,57,41,52,287,241,195,49
43,57,41,52,287,241,49,49
43,57,41,52,287,241,49,229
43,57,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,184,41,52,287,241,49,229
43,336,41,52,466,241,49,229
43,336,41,52,466,241,49,229
43,336,41,52,466,241,49,229
43,336,41,52,466,49,49,229
43,336,41,52,466,49,49,229
43,336,41,52,466,49,49,229
